ID,Store ID,Country,Product ID,Product Category,Units Sold,Date of Sale,GDP Growth Rate,Inflation Rate,Price Sold
2682,1567,Spain,69946,Womens,5,7/31/2023,9.03,-3.72,87.17
2683,1134,Italy,34949,Mens,4,7/1/2023,-4.21,4.31,93.06
2684,2676,Spain,31192,Womens,10,12/28/2023,8.82,6.6,66.01
2685,8875,Italy,40332,Mens,6,11/21/2023,-0.94,7.87,64.71
2686,7031,France,90172,Womens,3,1/20/2024,4.13,4.45,73.55
2687,5901,Italy,23676,Mens,3,1/3/2024,-0.36,2.64,23.03
2688,2304,Italy,22790,Womens,4,2/13/2024,8.69,7.18,92.59
2689,3217,Spain,86054,Mens,7,2/29/2024,0.23,0.89,79.14
2690,2067,Germany,10423,Mens,9,11/14/2023,4.92,8.24,48.88
2691,8432,UK,82770,Mens,4,2/24/2024,7.73,3.57,60.14
2692,7345,Germany,78416,Womens,5,6/3/2023,-4.54,-3.38,41.76
2693,6251,Germany,44157,Mens,3,5/9/2023,-0.97,3.6,74.3
2694,4313,France,27773,Mens,4,3/9/2023,-3.91,-4.25,73.57
2695,7031,France,19231,Mens,5,11/23/2023,-4.61,2.82,28.1
2696,6281,UK,30604,Mens,7,2/28/2024,-1.04,8.34,68.93
2697,4343,UK,27493,Mens,9,2/8/2024,5.88,-0.93,76.44
2698,3062,France,53707,Womens,6,4/4/2023,8.29,-1.99,67.66
2699,6075,UK,64355,Mens,6,12/12/2023,8.17,-1.66,71.49
2700,8733,Spain,10162,Womens,3,3/23/2023,-3.73,-1.73,12.9
2701,4371,Italy,38036,Womens,8,6/3/2023,2.58,6.25,93.85
2702,5656,Germany,74822,Mens,10,7/23/2023,-0.31,1.79,89.82
2703,7652,UK,50675,Womens,6,2/21/2024,5.17,-2.73,46.55
2704,5498,Spain,22795,Mens,3,11/27/2023,6.38,5.2,41.86
2705,6281,France,43816,Womens,4,10/13/2023,9.16,4.65,10.4
2706,3909,Spain,14014,Mens,2,4/22/2023,-0.06,2.77,54.14
2707,8875,Italy,39653,Mens,4,12/3/2023,3.03,-0.78,59.31
2708,3217,Italy,89601,Mens,1,7/12/2023,9.06,-0.85,29.76
2709,3188,Italy,90172,Womens,8,7/15/2023,-4.46,5.77,37.6
2710,2999,Germany,22732,Womens,2,6/13/2023,-4.96,-4.12,46.82
2711,6075,Spain,15036,Mens,4,7/4/2023,8.02,-4.05,79.68
2712,7420,France,80939,Womens,3,4/1/2023,0.53,4.3,29.29
2713,8432,Spain,78389,Mens,5,10/15/2023,7.49,4.62,77.45
2714,3217,France,74710,Womens,1,11/12/2023,6.6,-2.2,51.82
2715,3622,France,15131,Mens,7,8/23/2023,3.66,-1.71,29.36
2716,1346,Spain,30227,Womens,5,2/17/2024,-1.49,5.95,94.85
2717,5251,Spain,40838,Womens,8,3/20/2023,3.37,8.87,63.33
2718,8754,Italy,40294,Womens,3,7/22/2023,-2.28,4.38,40.8
2719,6984,France,83627,Womens,2,7/10/2023,6.85,-3.15,59.12
2720,7951,Germany,44517,Womens,3,3/12/2023,1.58,-4.17,92.79
2721,8693,Spain,24100,Womens,3,10/13/2023,-2.19,-4.88,62.44
2722,6149,UK,27323,Mens,7,11/18/2023,-1.81,-2.27,97.15
2723,6742,UK,78574,Womens,2,4/22/2023,2.7,8.89,28.26
2724,2269,UK,19488,Mens,3,6/24/2023,-4.59,-0.26,90.65
2725,1893,Spain,44898,Mens,9,11/10/2023,3.43,0.52,53.73
2726,7162,UK,33369,Womens,10,1/26/2024,7.55,-2.43,82.49
2727,1721,Spain,80283,Mens,6,7/9/2023,7.59,0.51,99.6
2728,3158,UK,14509,Womens,2,8/1/2023,5.4,-3.86,35.72
2729,1265,Germany,48320,Womens,10,2/13/2024,0.91,5.36,22.91
2730,7328,Germany,93604,Womens,10,6/6/2023,9.59,1.38,68.25
2731,3909,Italy,34237,Womens,10,3/7/2024,-0.07,3.6,77.75
2732,3622,France,43450,Mens,8,8/25/2023,7.24,8.55,38.64
2733,6918,Germany,18585,Mens,8,5/18/2023,-4.05,3.47,57.4
2734,6613,Germany,35345,Womens,10,12/4/2023,6.82,0.57,66.84
2735,2619,UK,48862,Womens,6,7/30/2023,8.91,7.7,10.87
2736,1711,UK,48183,Mens,8,8/18/2023,4.19,-1.65,50.86
2737,5645,UK,60162,Mens,2,11/19/2023,-3.08,-4.16,75.95
2738,1893,France,49380,Womens,9,3/25/2023,4.26,-0.65,20.61
2739,5251,Italy,53478,Womens,7,11/24/2023,6.91,2.87,98.95
2740,6026,UK,31753,Womens,1,8/4/2023,1.02,2.8,98.19
2741,1148,Spain,12944,Mens,3,2/3/2024,-0.45,9.19,39
2742,1134,France,62613,Mens,5,10/3/2023,4.89,0.27,52.77
2743,1427,France,14459,Womens,7,11/1/2023,-1.95,-4.15,73.56
2744,7162,Italy,81948,Mens,2,11/13/2023,8.41,3.6,89.2
2745,6281,Italy,98088,Mens,4,7/12/2023,9.12,3.99,82.42
2746,2085,Spain,67358,Womens,9,7/13/2023,-2.14,1.97,63.27
2747,3247,Spain,54648,Womens,9,2/23/2024,7.07,-1.91,38.01
2748,2996,France,90742,Womens,3,8/17/2023,9.57,1.17,44.31
2749,1518,Germany,38068,Mens,6,7/31/2023,6.39,3.71,64.11
2750,2296,UK,63908,Womens,3,8/29/2023,3.16,-0.96,51.22
2751,8609,UK,24100,Womens,1,9/24/2023,8.84,0.97,46.4
2752,1134,France,87810,Womens,7,8/30/2023,0.89,-2.68,29.08
2753,8757,UK,98088,Mens,6,8/18/2023,-1.19,5.46,11.61
2754,4027,UK,89358,Mens,6,2/2/2024,-1.24,2.67,61.81
2755,3247,Spain,47675,Mens,4,4/21/2023,-1.55,-4.26,71.94
2756,9167,Germany,49946,Mens,9,10/21/2023,2.7,7.2,52.08
2757,3728,Italy,19697,Mens,10,1/16/2024,1.14,-2.65,68.11
2758,5688,France,34753,Mens,1,3/31/2023,-0.07,-0.23,54.07
2759,3934,Germany,80362,Womens,5,3/17/2023,-2.95,-4.53,38.66
2760,8519,France,22040,Mens,6,11/9/2023,6.46,6.33,86.7
2761,5395,France,95473,Womens,2,5/25/2023,8.13,5.77,39.06
2762,1662,Germany,87606,Mens,9,3/4/2024,6.35,5.15,19.82
2763,3247,Italy,97322,Womens,10,7/3/2023,-0.44,1.87,57.04
2764,7107,Spain,35604,Womens,9,12/29/2023,5.96,6.25,70.09
2765,4137,France,97824,Womens,6,1/5/2024,-1.54,-2.07,76.15
2766,1134,Italy,42495,Womens,8,9/23/2023,-0.61,9.65,21.9
2767,5818,France,14604,Mens,1,12/26/2023,1.56,-4.13,13.99
2768,2296,France,89959,Mens,5,8/29/2023,7.88,9.58,58.28
2769,6075,Spain,13720,Womens,7,4/27/2023,5.95,7.39,15.5
2770,6142,Italy,60444,Mens,10,9/19/2023,-1.27,9.93,73.62
2771,5465,Italy,70673,Mens,7,8/24/2023,9.3,-2.9,91.33
2772,5764,Italy,13153,Mens,6,6/10/2023,1.81,7.01,18.22
2773,1265,UK,80432,Mens,9,3/14/2023,5.35,3.7,42.69
2774,7328,Germany,94879,Womens,3,5/23/2023,1.28,-4.24,59.38
2775,4027,UK,87133,Mens,1,11/9/2023,0.47,4.17,45.46
2776,9420,UK,23676,Mens,5,9/25/2023,1.59,-1.56,32.55
2777,8609,France,25361,Mens,5,4/10/2023,5.89,8.27,73.82
2778,5818,UK,97365,Womens,3,4/17/2023,-3.6,6.34,35.9
2779,8103,France,11553,Womens,3,7/25/2023,1.41,6.95,31.33
2780,5854,Italy,64848,Mens,7,10/16/2023,-0.04,2.4,76.35
2781,4670,Germany,49634,Womens,10,12/19/2023,9.89,-1.53,98.92
2782,6613,Spain,84929,Mens,5,5/24/2023,7.72,7.81,14
2783,3631,France,72502,Mens,2,5/5/2023,1.54,-2.29,35.33
2784,8459,Spain,60043,Womens,3,5/19/2023,0.55,9.38,56.9
2785,3705,Spain,62252,Womens,2,5/5/2023,-1.5,8.5,18.07
2786,6026,Spain,99150,Womens,7,5/12/2023,-3.34,5.15,32.85
2787,8103,Spain,56302,Womens,10,2/12/2024,5.92,4.21,88.49
2788,1971,UK,31067,Mens,3,5/9/2023,-2.88,0.12,42.25
2789,5764,Italy,74338,Womens,2,7/29/2023,-3.83,7.67,74.73
2790,8459,Spain,85894,Mens,4,10/20/2023,4.2,1.36,46.49
2791,5818,Germany,10739,Mens,1,2/29/2024,8.57,-3.53,29.48
2792,6742,Germany,71012,Mens,6,6/26/2023,9.3,4.07,54.15
2793,3247,UK,59057,Mens,1,7/12/2023,8.06,7.63,51.28
2794,6251,UK,99436,Mens,6,9/12/2023,8.13,1.59,13.23
2795,9465,France,27493,Mens,7,1/22/2024,-2.49,-2.33,64.31
2796,3224,France,83275,Mens,1,7/6/2023,7.6,-1.83,45.26
2797,5818,UK,78356,Mens,8,12/12/2023,5.51,-2.81,83.79
2798,3756,Spain,82541,Womens,7,7/15/2023,4.86,-1.21,32.22
2799,9059,Germany,47933,Womens,1,11/29/2023,5.92,2.36,28.01
2800,9059,France,51201,Womens,9,11/21/2023,1.71,-3.15,64.9
2801,8204,France,87825,Mens,10,12/25/2023,-3.19,5.58,56.69
2802,2269,Spain,66081,Womens,6,1/25/2024,2.7,0.28,19.96
2803,1711,Spain,55987,Mens,8,7/30/2023,4.34,-1.48,34.48
2804,6748,Italy,85828,Womens,1,2/16/2024,5.83,3.96,42.81
2805,1346,Italy,74609,Womens,10,6/27/2023,9.54,6.52,44.18
2806,9681,Italy,99260,Womens,6,6/12/2023,5.24,1.96,32.52
2807,6066,UK,90891,Womens,4,11/28/2023,0.3,5.69,14.15
2808,7107,France,35723,Mens,8,12/30/2023,-1.9,9.34,68.87
2809,6389,Spain,21371,Womens,1,12/17/2023,-2.72,6.18,51.82
2810,1649,Italy,10260,Mens,3,10/2/2023,-3.61,5.3,83.06
2811,8432,UK,10381,Mens,4,7/14/2023,5.92,3.12,87.39
2812,3773,Italy,57702,Mens,7,10/31/2023,5.72,2.6,66.85
2813,5085,Germany,43626,Womens,4,4/13/2023,-3.79,5.97,92.36
2814,5466,Spain,74609,Womens,7,12/15/2023,0.61,9.09,88.29
2815,6918,Italy,11053,Mens,3,11/8/2023,7.8,-4.09,68.58
2816,7328,Italy,43226,Womens,7,6/29/2023,-3.8,-0.39,40.39
2817,5931,France,15286,Womens,8,7/5/2023,6.48,-2.11,80.81
2818,5931,France,46402,Womens,8,5/23/2023,0.71,-1.11,55.86
2819,1034,France,85124,Womens,7,12/8/2023,3.67,6.7,12.53
2820,3909,Germany,69946,Womens,8,3/30/2023,4.28,2.36,51.12
2821,9059,Italy,80665,Mens,5,12/28/2023,4.08,2.58,35.1
2822,7958,UK,86054,Mens,6,8/2/2023,-2.66,3.39,48.37
2823,7120,Germany,74707,Mens,8,8/18/2023,-4.97,2.52,39.34
2824,7328,Germany,43816,Womens,8,6/3/2023,9,-1.77,66.55
2825,3188,Italy,25585,Womens,9,9/26/2023,3.76,3.13,88.68
2826,7812,Italy,92149,Womens,3,12/12/2023,0.1,1.81,63.87
2827,8372,Italy,97094,Mens,6,10/1/2023,9.72,8.32,39.03
2828,6742,Spain,47910,Womens,7,11/24/2023,6.25,7.61,53.88
2829,2999,France,76379,Womens,6,5/23/2023,0.52,0.54,65.88
2830,1233,Spain,37947,Womens,4,12/24/2023,4.42,1.62,23.86
2831,1148,Spain,92331,Womens,8,6/28/2023,2.97,2.5,17.15
2832,2085,UK,66611,Mens,4,1/7/2024,-3.85,7.14,50.05
2833,7954,UK,42082,Mens,1,1/23/2024,0.49,-1.32,87.52
2834,7346,Spain,54056,Womens,4,3/1/2024,4.38,1.12,64.7
2835,2300,Italy,35671,Mens,3,7/20/2023,0.77,-1.63,66
2836,1249,France,70386,Womens,1,6/29/2023,-2.51,5.65,46.91
2837,8754,UK,59981,Womens,6,7/1/2023,-4.49,7.14,56.05
2838,5429,Italy,32398,Womens,5,3/30/2023,3.02,2.25,33.99
2839,9600,Italy,70634,Womens,3,11/4/2023,8.06,4.96,74.42
2840,9170,Spain,87373,Mens,7,10/24/2023,-1.87,6.57,28.11
2841,3909,Germany,34475,Womens,6,2/5/2024,2.73,1.89,52.05
2842,5491,UK,83136,Mens,3,3/25/2023,2.85,5.83,94.88
2843,4217,France,67757,Mens,6,6/8/2023,-2.03,9.84,67.36
2844,7273,Germany,92696,Womens,1,12/11/2023,6.48,-4.15,56.64
2845,5656,UK,71331,Womens,10,9/10/2023,5.25,-0.52,48.44
2846,7345,Spain,64683,Mens,5,9/4/2023,-1.42,5.37,37.15
2847,2067,UK,80665,Mens,6,6/22/2023,-2.58,0.19,87.85
2848,2999,UK,46084,Mens,10,7/25/2023,9.42,-0.16,18.44
2849,5295,Germany,66969,Mens,4,8/25/2023,-3.74,-1.52,51.09
2850,8733,Spain,38347,Womens,5,7/4/2023,2.58,-0.76,37
2851,2296,UK,33897,Womens,6,12/9/2023,-4.52,9.14,99.58
2852,8754,Italy,61698,Womens,7,6/3/2023,8.48,7.02,19.13
2853,7652,Italy,26296,Womens,4,1/25/2024,9.8,1.18,21.68
2854,2789,Spain,85266,Mens,2,1/21/2024,1.23,5.38,33.24
2855,8272,UK,94487,Mens,3,11/2/2023,1.68,-1.07,12.6
2856,8036,UK,95618,Mens,2,7/6/2023,-4.63,-0.03,88.09
2857,8637,France,52290,Mens,10,9/9/2023,-0.19,0.42,84.48
2858,3934,Spain,80985,Womens,10,12/21/2023,4.18,3.42,67.34
2859,4027,UK,73547,Mens,2,10/17/2023,1.03,9.07,70.31
2860,2720,Italy,17137,Womens,5,5/1/2023,7.92,7.31,42.48
2861,5466,Germany,94362,Womens,8,11/12/2023,8.74,9.01,76.17
2862,2003,Spain,57422,Mens,5,3/8/2023,-3.26,2.98,14.09
2863,2302,UK,24144,Womens,2,1/11/2024,9.54,5.93,91.83
2864,2996,Spain,95312,Womens,3,7/23/2023,3.87,-0.13,32.66
2865,8210,Italy,39147,Womens,7,3/1/2024,-4.06,7.49,56.47
2866,5959,Germany,95823,Womens,2,11/30/2023,1.25,0.28,49.72
2867,3158,Germany,99760,Mens,4,8/9/2023,5.14,5.09,64.05
2868,5275,Italy,95580,Womens,8,8/31/2023,-2.9,2.8,96.24
2869,4371,Spain,29519,Mens,8,8/3/2023,5.8,1.93,37.79
2870,9167,UK,84929,Mens,10,9/28/2023,8.9,6.39,41.6
2871,9719,France,22432,Mens,7,10/14/2023,9.38,6.39,28.5
2872,3851,Germany,59005,Mens,3,11/3/2023,-2.86,4.15,31.41
2873,5465,Germany,40205,Mens,2,3/27/2023,3.89,2.11,11.66
2874,6075,UK,53370,Mens,7,8/25/2023,3.25,-2.07,55.75
2875,2251,UK,41910,Womens,2,3/18/2023,8.57,5.53,13.23
2876,7704,Spain,41326,Womens,5,3/2/2024,9.35,-4.02,74.18
2877,6871,UK,48372,Mens,7,6/27/2023,6.37,5.8,14.04
2878,5429,France,69542,Mens,10,11/2/2023,0.67,-2.17,72.44
2879,3247,UK,67757,Mens,7,4/12/2023,3.92,8.51,26.7
2880,3510,Spain,40066,Womens,10,10/23/2023,-1.51,4.82,34.6
2881,8754,Italy,27493,Mens,8,12/20/2023,4.14,9.24,23.38
2882,3188,Germany,11489,Womens,3,7/31/2023,4.08,2.59,77.82
2883,5346,France,97519,Mens,4,7/6/2023,-1.32,7.01,53.5
2884,3062,Germany,24822,Mens,6,4/23/2023,5.41,-0.25,69.47
2885,3247,Italy,72662,Womens,8,8/25/2023,5.58,9.11,40.53
2886,1567,Spain,92946,Mens,4,6/2/2023,7.72,5.05,53.3
2887,6251,Germany,21505,Mens,8,11/10/2023,-2.42,-1.91,88.97
2888,2085,Germany,73869,Womens,7,12/30/2023,-3.38,-4.57,30.6
2889,3188,UK,19461,Womens,8,2/28/2024,2.36,6.24,34.57
2890,7162,Italy,59411,Mens,8,8/23/2023,5.4,-2.77,40.85
2891,8643,France,38047,Mens,1,11/18/2023,-1.96,2.59,70.37
2892,8372,UK,92193,Womens,1,12/4/2023,-1.07,-0.02,92.97
2893,9719,France,68521,Womens,10,9/27/2023,-4.09,9.3,67.98
2894,4137,UK,66619,Womens,3,12/8/2023,-0.51,-1.75,61.08
2895,6075,France,71022,Womens,3,4/1/2023,1.8,-3.36,63.08
2896,8272,Germany,71903,Mens,5,8/2/2023,2.87,0.23,52.47
2897,4371,Germany,17894,Womens,9,5/13/2023,-0.05,-3.16,53.66
2898,3933,France,15286,Womens,7,9/11/2023,-2.33,6.35,78.4
2899,3773,Italy,14060,Mens,10,12/3/2023,-4.5,8.15,42.01
2900,4866,UK,65330,Womens,9,10/5/2023,-2.3,-3.79,74.64
2901,7958,France,99436,Mens,5,5/30/2023,7.91,5.39,20.69
2902,6748,Italy,47803,Mens,6,7/27/2023,9.73,3.25,75.94
2903,3454,Spain,65620,Womens,5,9/7/2023,1.36,8.66,86.42
2904,1390,Germany,10228,Womens,7,10/22/2023,2.8,8.55,55.99
2905,9719,Spain,21973,Womens,8,3/10/2023,-3.62,-1.2,59.7
2906,1721,Spain,23627,Womens,5,10/19/2023,-4.45,-2.46,78.14
2907,8643,UK,61650,Mens,6,6/28/2023,5.63,-0.47,18.41
2908,6185,Spain,52290,Mens,6,11/24/2023,-1.34,7.98,50.03
2909,2304,Italy,21505,Mens,3,2/27/2024,1.26,7.11,66.69
2910,3510,Spain,39472,Womens,9,7/27/2023,-3.26,-1.98,92.31
2911,7107,France,39104,Mens,2,2/23/2024,7.18,9.9,15.29
2912,8372,Spain,61262,Womens,7,12/5/2023,-2.86,3.41,10.98
2913,3161,Italy,77641,Mens,7,6/14/2023,7.78,4.62,47.22
2914,4142,Spain,47910,Womens,5,3/14/2023,3.87,-2.02,58.89
2915,7217,Italy,58425,Womens,8,7/19/2023,3.88,1.13,11.58
2916,1390,Italy,92286,Mens,1,9/24/2023,-4.9,3.79,48.86
2917,1518,Italy,33214,Womens,10,5/16/2023,-0.15,8.95,23.46
2918,4142,France,77336,Mens,9,9/4/2023,-0.42,1.94,29.63
2919,6389,Spain,93875,Womens,7,7/19/2023,3.11,2.88,81.09
2920,7217,Italy,52207,Mens,2,9/3/2023,0.84,6.35,39.2
2921,7420,UK,98824,Womens,3,9/16/2023,6,3.48,43.38
2922,8519,UK,26916,Womens,2,8/18/2023,5.7,2.68,74.23
2923,2250,Germany,65536,Womens,6,10/22/2023,2.27,-0.97,41.2
2924,4217,Italy,36080,Mens,10,3/28/2023,-1.34,7.87,43.85
2925,2067,Germany,87810,Womens,7,7/7/2023,9.42,8.61,17.11
2926,6281,France,76331,Mens,3,7/29/2023,8.95,0.32,18.08
2927,5465,Italy,26362,Mens,1,5/11/2023,1.96,7.86,61.65
2928,4142,UK,15286,Womens,4,10/4/2023,2.9,8.05,21.72
2929,9719,UK,88074,Womens,2,3/25/2023,3.5,-1.82,40.32
2930,1269,France,16956,Mens,2,4/8/2023,8.2,-1.03,11.54
2931,9167,Germany,28421,Womens,1,4/26/2023,6.31,5.82,93.89
2932,8085,Spain,99395,Womens,5,12/1/2023,4.32,0.28,53.25
2933,7107,Spain,40118,Mens,9,12/22/2023,8.56,-1.24,64.62
2934,2999,Germany,75333,Mens,8,2/7/2024,2.2,-1.3,76.83
2935,8372,France,68348,Mens,3,5/19/2023,5.79,3.54,33.82
2936,6075,Germany,15131,Mens,1,12/4/2023,0.56,-4.61,46.45
2937,3247,Italy,60162,Mens,7,5/11/2023,0.81,5.77,30.53
2938,9384,Germany,30417,Mens,8,11/1/2023,1.62,-1.24,20.36
2939,6251,Spain,55202,Womens,4,4/29/2023,5.72,1.56,90.59
2940,8372,Germany,47184,Womens,5,12/4/2023,3.63,6.36,25.69
2941,2296,Spain,44432,Womens,2,8/29/2023,3.67,7.02,99.06
2942,5845,UK,66106,Womens,8,10/31/2023,6.51,-3.15,90.14
2943,2912,UK,45880,Womens,6,8/13/2023,-2.34,-3.16,51.66
2944,7346,UK,80512,Mens,8,7/25/2023,-4.32,6.79,29.52
2945,6026,Spain,99852,Womens,8,9/12/2023,5.33,6.8,97.16
2946,4670,Spain,25379,Womens,6,11/29/2023,-2.23,5.45,60.08
2947,7107,Spain,41868,Mens,6,3/10/2023,6.58,2.76,79.54
2948,7951,UK,77937,Womens,6,11/1/2023,0.88,8.5,41.25
2949,4091,Germany,85882,Womens,6,6/4/2023,8.43,2.12,89.99
2950,9976,France,30417,Mens,8,7/10/2023,0.33,5.19,45.71
2951,9481,Italy,99522,Womens,10,4/5/2023,3.62,2.74,12.27
2952,6871,Spain,99119,Womens,9,9/19/2023,9.2,3.91,72.98
2953,7420,Spain,78693,Womens,6,1/29/2024,-3.08,-1.89,87.11
2954,9170,Italy,83008,Womens,4,7/30/2023,0.47,7.08,84.95
2955,3940,Italy,16420,Mens,4,11/26/2023,2.6,0.06,48.34
2956,8637,Italy,19786,Womens,9,7/27/2023,6.88,9.38,74.33
2957,6184,Italy,57834,Mens,7,10/31/2023,-4.75,8.68,14.06
2958,4836,France,33369,Womens,6,7/26/2023,2.27,-4.7,14.92
2959,7718,Italy,26890,Womens,5,7/19/2023,-1.71,-0.08,86.78
2960,9059,Germany,27734,Mens,1,11/19/2023,4.68,-4.69,50.74
2961,1711,Italy,57034,Womens,4,4/26/2023,4.91,-0.83,15.03
2962,4091,France,67037,Womens,10,7/5/2023,-4.91,5.77,57.23
2963,2460,Spain,61650,Mens,2,9/26/2023,0.95,1.12,54.55
2964,4137,Italy,38068,Mens,10,4/4/2023,-2.75,3.94,34.15
2965,3158,UK,96175,Mens,6,12/12/2023,-3.91,4.49,91.48
2966,7954,Italy,64650,Mens,9,1/17/2024,-4.21,6.68,55.77
2967,7861,UK,65371,Womens,1,11/22/2023,1.29,9.92,65.65
2968,1817,Spain,62529,Mens,3,7/22/2023,3.19,-4.86,67.86
2969,8875,Italy,37716,Womens,6,5/31/2023,-0.37,2.14,95.41
2970,1034,Germany,94997,Womens,6,6/30/2023,1.22,4.65,94.01
2971,6748,UK,73032,Womens,10,5/30/2023,5.15,5.66,62.96
2972,2304,Spain,33369,Womens,3,10/10/2023,-3.52,-2.85,83.49
2973,7031,Germany,41038,Womens,8,4/13/2023,-0.27,-0.79,64.26
2974,8099,France,46981,Womens,1,5/9/2023,-0.14,-1.57,62.46
2975,6044,France,67786,Womens,10,6/28/2023,9,-1.28,89.13
2976,2642,Italy,23627,Womens,8,11/30/2023,8.31,3.62,61.7
2977,6984,Spain,73968,Womens,5,3/16/2023,-0.69,-3.85,74.11
2978,8643,Germany,10817,Mens,1,1/17/2024,1.44,6.03,63.93
2979,3673,Spain,26734,Mens,10,12/21/2023,2.1,4.71,72.21
2980,6066,Germany,12682,Womens,10,1/26/2024,0.51,9.05,23.01
2981,4217,Italy,73659,Womens,10,8/15/2023,6.73,3.62,23.85
2982,2185,Germany,15131,Mens,7,3/30/2023,-1.99,2.73,35.01
2983,7951,Italy,73952,Mens,6,5/6/2023,0.61,9.69,49.23
2984,9432,Germany,12562,Womens,8,5/30/2023,-3.57,-4.79,88.93
2985,4343,France,37842,Mens,5,10/22/2023,-0.65,7.08,54.45
2986,3756,UK,70452,Womens,7,6/29/2023,1,1.38,68.91
2987,9719,Germany,16831,Womens,2,5/3/2023,-2.05,1.02,61.76
2988,5688,Spain,84444,Womens,3,10/19/2023,2.17,1.33,91.34
2989,5837,Italy,71331,Womens,3,6/20/2023,9.38,2.52,87.7
2990,4343,France,93756,Mens,4,6/17/2023,6.52,6.4,17.32
2991,3631,UK,97380,Mens,8,7/18/2023,5.35,1.83,89.95
2992,5688,UK,10076,Womens,1,11/30/2023,1.33,3.79,15.74
2993,5429,Spain,87234,Womens,5,2/3/2024,3.05,7.3,72.44
2994,8609,France,22090,Womens,7,10/26/2023,-4.57,4.03,19.26
2995,5645,Germany,26916,Womens,2,4/22/2023,4.84,1.81,68.47
2996,1567,UK,23888,Womens,3,10/19/2023,4.81,-4.63,28.42
2997,2999,Italy,99574,Womens,5,10/16/2023,-0.05,7.66,10.53
2998,7704,France,59348,Mens,5,10/31/2023,-0.76,-0.38,44.37
2999,2304,Spain,35023,Womens,7,6/11/2023,6.42,3.56,86.08
3000,8372,Germany,10381,Mens,5,7/6/2023,6.32,-0.56,56.98
3001,6142,France,13493,Womens,9,2/17/2024,-2.62,8.22,85.68
3002,7718,UK,41038,Womens,8,5/14/2023,-1.34,-4.95,56.22
3003,8643,Germany,20474,Mens,9,11/7/2023,10,6.31,52.43
3004,5931,Spain,64876,Womens,3,7/20/2023,9.52,-3.56,91.83
3005,2302,UK,35723,Mens,5,3/8/2023,-1.98,0.07,37.02
3006,9600,Italy,65848,Mens,10,2/4/2024,2.13,7.34,78.92
3007,5837,Germany,41868,Mens,10,7/7/2023,4.08,-0.3,15.26
3008,2296,Germany,89298,Mens,8,11/17/2023,8.33,2.8,27.69
3009,4371,UK,14248,Womens,1,8/30/2023,7.91,1.24,51.81
3010,9384,UK,67776,Womens,9,6/7/2023,-4.17,0.5,38.59
3011,2300,Italy,40232,Mens,10,12/1/2023,-0.61,-4.46,61.37
3012,2826,Germany,53161,Mens,6,9/19/2023,1.92,4.76,97.68
3013,3247,UK,94362,Womens,6,4/17/2023,9.16,0.71,58.03
3014,8643,Italy,17962,Mens,9,10/11/2023,-3.26,7.77,12.91
3015,3940,Spain,83827,Mens,8,9/13/2023,-0.5,-1.39,89.77
3016,7162,Spain,39472,Womens,2,7/22/2023,9.97,-4.01,60.79
3017,3705,France,56382,Mens,4,1/9/2024,6.63,6.21,10.78
3018,8600,Spain,18702,Mens,7,3/20/2023,-3.02,-4.11,55.48
3019,8757,UK,23146,Mens,2,8/7/2023,8.24,0.15,94.98
3020,1294,Spain,42488,Womens,2,5/24/2023,-0.42,7.09,46.85
3021,9070,Spain,94362,Womens,9,1/27/2024,2.17,2.66,83.16
3022,1134,UK,65456,Mens,4,1/9/2024,9.24,-0.77,71.44
3023,4217,UK,72448,Mens,1,12/13/2023,-4.54,4.94,77.24
3024,4670,Germany,89601,Mens,1,12/8/2023,-1.7,1.22,12.93
3025,1817,Germany,35787,Womens,10,6/13/2023,3.91,-0.65,78.14
3026,3158,Spain,15856,Mens,6,12/28/2023,9.41,6.87,85.18
3027,5983,Germany,72502,Mens,10,11/8/2023,-1.13,1.5,97.47
3028,5395,UK,70185,Womens,2,12/11/2023,-1.64,5.56,64.88
3029,2302,Germany,53370,Mens,3,11/9/2023,-2.01,0.03,90.13
3030,2963,UK,72673,Womens,3,8/12/2023,-2.88,-0.52,84.49
3031,3631,Spain,72448,Mens,8,1/7/2024,-0.52,-3.31,72.07
3032,2067,France,75186,Womens,9,12/16/2023,2.96,7.23,56.24
3033,3188,UK,80256,Womens,5,12/13/2023,7.12,7.44,21.99
3034,5295,UK,77231,Womens,2,6/27/2023,3.64,2.41,18.7
3035,8085,Germany,91666,Womens,4,2/17/2024,0.98,-1.4,17.28
3036,5845,UK,28927,Womens,4,5/8/2023,-3.7,2.24,69.32
3037,9976,Germany,53161,Mens,4,4/13/2023,2.31,8.68,98.56
3038,3510,Spain,89404,Mens,3,2/19/2024,-0.99,5.45,29.36
3039,9167,Germany,99077,Womens,9,4/15/2023,7.95,-2.11,10.62
3040,5645,Germany,14083,Womens,9,6/23/2023,-3.77,9.38,77.19
3041,6086,France,14014,Mens,10,8/16/2023,-1.97,1.09,75
3042,3934,Italy,99168,Mens,9,7/31/2023,3.71,-0.85,17.86
3043,9432,Spain,63577,Womens,2,7/28/2023,-1.47,-0.23,80.06
3044,8733,Italy,26666,Womens,2,4/16/2023,5.34,8.13,41.16
3045,5275,France,84568,Womens,9,6/16/2023,8.39,4.11,69.83
3046,6742,Spain,53370,Mens,5,2/23/2024,7.31,7.59,53.15
3047,3217,Germany,26981,Mens,8,7/6/2023,1.23,3.79,49.46
